	LTHSC.1	LTHSC.2	LTHSC.3	LTHSC.4	LTHSC.5	LTHSC.6	LTHSC.7	LTHSC.8	LTHSC.9	LTHSC.10	LTHSC.11	LTHSC.12	LTHSC.13	LTHSC.14	LTHSC.15	LTHSC.16	LTHSC.17	LTHSC.18	LTHSC.19	LTHSC.20	LTHSC.21	LTHSC.22	LTHSC.23	LTHSC.24	LTHSC.25	LTHSC.26	LTHSC.27	LTHSC.28	LTHSC.29	LTHSC.30	LTHSC.31	LTHSC.32	LTHSC.33	LTHSC.34	LTHSC.35	LTHSC.36	LTHSC.37	LTHSC.38	LTHSC.39	LTHSC.40	LTHSC.41	LTHSC.42	LTHSC.43	LTHSC.44	LTHSC.45	LTHSC.46	LTHSC.47	LTHSC.48	LTHSC.49	LTHSC.50
Cdc14b	1.31280947006219	0	1.14127734767848	0	0.759464758228743	0	0.781653072803016	1.73115366738472	1.52743676925729	8.2425984593132	8.26497936858368	2.2719282142198	0	1.2778066084444	0	0	1.27462243032525	1.09378913138736	1.57575220513395	0	0	2.1009348556407	0	0	1.11194349975667	0	0.740755741907091	0	1.58170064520745	0	2.11137888139567	0	0.80876527462135	8.31872426240566	5.02938721728805	0	2.07661281416441	1.86692669209532	0	7.00069297965657	0	0	0	1.18745050762379	8.8533507706907	0.869290379276498	1.22819786149267	1.33373885305582	1.22846814583548	0
Ier2	9.84974644832021	5.75946338021444	2.00518646675047	4.14366693349473	8.79131348648824	7.33598472347872	7.11215808083404	0.826445289004537	0.957072167664857	8.76550868943903	1.23676874188797	7.68302983384075	9.32701248873583	9.00931613118818	7.77482974105867	6.52225122194207	9.10590859401168	2.7380530036908	6.64451155375056	10.4292116779282	7.20139854962469	3.9051543940963	7.21093539531742	6.68457554668582	5.6033596607993	8.2703848993009	8.90324406728705	2.56721816234535	7.67460846759196	7.67028826214911	2.93396569439676	7.36988984295933	6.36080062438756	8.88502621029475	7.17893702012203	7.85422688203609	5.3080799491571	7.82044399616054	8.88925244531347	3.26832171485857	1.2875062125702	6.20869384972014	9.81774463538332	9.51768317681585	7.19836518571959	8.96922046398676	8.93196433501724	9.20323307020931	1.88219742705972	0
Zfp846	0	0	0	3.22306342876753	1.91511922912518	0	2.59304217665133	0	0.957072167664857	0	0	0	3.9264848464771	0	2.43407340425286	1.45858848576747	0.773724179706686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95533016715751	0	0	0	0	0	0	0	0	1.18745050762379	0	0	6.06165396060836	6.37694542146266	0	0
Tbc1d15	7.72630864372824	7.1351994213074	4.71814288282979	2.85862886956595	7.6577122500259	4.42612097167235	4.58563469413511	9.30029505099706	8.41690099264217	1.19193662255007	1.89274151708825	9.06301123815611	2.82535958000413	2.39892540841496	2.43407340425286	9.23469124609047	1.94062151621886	7.48455043486845	2.31086866317959	9.44872733402272	7.20139854962469	1.40323301959333	6.52503785211451	2.49316589672668	8.24664296637218	2.0115702661289	7.28552035685994	3.82148038443711	2.31801298235076	0	0	5.13962409977494	1.32390220265707	9.47225661409524	0	8.83218221222419	2.07661281416441	6.3295975876171	4.14968907796177	1.79377669719658	8.04828797279694	8.65207696335036	9.30248850070499	1.82984885974111	9.4447182241232	0.869290379276498	2.67151226567501	2.0147484015161	8.10333418248434	7.47213373527298
Tmc6	0	1.685034616804	0	10.6844036479552	2.85514497248676	4.17644627394822	0.781653072803016	8.49111609385443	0	7.63537123665485	1.23676874188797	0.820433392630413	2.82535958000413	7.31416869706289	2.92718667465933	2.16889443877843	5.74190194456542	2.13849211172478	0	0	7.89993499236362	1.79385617573318	0	1.72903517294323	1.55366044529598	1.59525175454499	0.740755741907091	9.73414929232678	8.03404208203465	7.69355731824185	3.83634465131791	4.42968736131197	1.0892048412023	1.38718940125449	5.2635830803945	0	2.07661281416441	8.31608091041864	3.22876374456087	8.05650471966535	0	3.71810681402877	8.13456275152143	7.89853995743148	0	6.29858188528386	9.39886402614677	0	2.33042696284621	6.57569820087697
Dennd6b	1.31280947006219	2.44120783052644	0.680667469145265	0	0.759464758228743	0	7.28175757509473	0	0	0	0.538273609134536	1.34020493637682	2.33873940769807	1.2778066084444	0	0	7.37812010489368	1.09378913138736	5.91712766923389	0	0	0	2.50372924607337	0.825123596197195	7.89197548659915	1.81837632218652	8.24304512606927	2.09910560344277	1.58170064520745	7.60797148108034	1.41170848860352	2.14573540679245	5.42947703935063	0	0	0	0	0	0	0	7.25087657161271	7.11702300000857	4.80500500446118	0	0	0	8.96722594275401	1.33373885305582	0	0
Abcd2	0	0	0.680667469145265	0	0	2.14284130078266	0.781653072803016	0	0.957072167664857	0	0.538273609134536	0	0	0	0	2.16889443877843	0	0	0	0	1.79807507476446	0	0	0.825123596197195	0	0	0	0	0.997554300020128	0.733277872112113	0	0	0	0	0	0	2.07661281416441	0	0	0	0	2.33725204080983	0	1.18745050762379	0	0.869290379276498	0	0	0	1.07752860463315
Snx32	0	0	0.680667469145265	0	0	0	0	6.22595290155301	0	0	0.538273609134536	0.820433392630413	0	0	0	0	0	1.09378913138736	0	8.53962702740717	0	0	7.23350330862314	1.72903517294323	0	8.47684246526548	0.740755741907091	0	0	0	0	0	0	0	1.95533016715751	0	0	0	0	0	0	0	0	4.79843845971654	0	0	0	2.47551333772625	1.22846814583548	8.15616877222919
Ptprc	9.24453835435641	3.83722541802099	9.2265521546392	3.96263525320255	7.74417210300846	6.78557547569621	5.09079324471827	0.826445289004537	6.06383992322066	5.71104565150076	8.2776492798701	7.87412441622304	7.58311590800022	1.94463403352079	7.76025018244366	8.61062518591894	2.88500755171873	5.22105878618559	3.44685749251799	8.34630483014133	4.68793365812984	2.56920163266324	7.9711125077809	7.40938594602203	7.0427237105276	2.71348666337487	3.63318316998764	9.22980355539235	7.7895424026538	0	4.69531497640649	9.9967601207217	0.460329275232209	8.43778044278991	7.94036626635371	5.40139665154773	7.80124168892618	4.47121208040529	10.6443581641289	8.76153786335561	3.26998230833353	8.60779490976777	5.02000583470236	5.24972880756342	9.03531042338929	9.27091678491935	2.3300491857154	9.40761940326832	9.77602787395641	8.25910712134838
Zfp169	1.31280947006219	0	1.14127734767848	0	1.25442769904152	2.14284130078266	1.28581591341085	0.471609226479629	1.52743676925729	0	1.23676874188797	1.34020493637682	0	2.39892540841496	0	3.28421304273593	2.88500755171873	1.09378913138736	2.79550227732982	0	0	2.56920163266324	3.00130567739487	0	0.472094735381451	1.00772381180749	9.07283422751817	1.40174974791195	1.99632989351199	0	1.41170848860352	4.99216112781026	0.80876527462135	0	0	0	6.78682294226621	0	3.22876374456087	1.79377669719658	1.2875062125702	0	1.32046637386361	0	0	0.869290379276498	1.22819786149267	2.0147484015161	2.33042696284621	1.07752860463315
Pfkm	8.74302868799027	1.685034616804	1.14127734767848	2.85862886956595	1.25442769904152	3.49171570396111	1.95471674556488	7.38596409095562	2.25261675237224	7.75172403756545	0.538273609134536	1.34020493637682	2.33873940769807	8.09337959732175	1.6790118967536	2.64274315028669	7.610667764998	0	1.57575220513395	2.93863203698588	3.44761050990892	2.75644206519869	0	0.825123596197195	0	6.98682793349465	7.90625414615761	0	8.22874041556462	7.24821136798178	2.11137888139567	7.33970175668429	0.460329275232209	2.54771095367706	3.94394320321786	2.15015750737471	8.24558485747229	5.43831803939735	2.37498978149678	0	0	0	0	2.27276895989592	0	0	0	2.0147484015161	8.46865049131253	1.07752860463315
Cd63	8.61780387670501	3.59423866887222	6.4060005554858	1.62499868303697	7.74417210300846	8.97498095938103	7.34054708633724	6.45938977770554	7.12288812670044	7.43575646893884	7.41818877253956	8.11635978444701	8.66117643453068	9.2238799481013	3.58621568685749	7.54171378443026	9.07396885306834	8.10596068268665	7.63728327705415	7.06971071772015	8.1085718728052	2.75644206519869	7.62353635551954	8.09896443505985	9.07647865311885	9.85931086843357	9.12751568977579	3.20337223970892	6.80250315290872	6.58082233248346	7.09974414876269	7.80501220858505	7.70631130487392	6.72818711778246	9.01170347507029	9.63701210348153	8.52305184555659	6.97079297056745	3.76149426081289	7.18320851629328	5.87386967301867	9.54462465853084	8.1574428398893	9.71916963027108	9.25448856461841	8.37375981237332	9.38444401407817	7.34143744571406	9.07937436674589	8.17291847937225
Aph1b	2.79431060257526	0	1.48987351066953	0	0	0	0.781653072803016	0.826445289004537	0.957072167664857	2.27910764572517	0	0	3.47852027989586	1.94463403352079	0	0	0	0	1.57575220513395	0	3.98780791636111	0.865893632532943	0	0.825123596197195	0.827204512593852	3.92127509137473	1.22780387493217	2.09910560344277	3.45498180298014	0	6.60451891757992	0	0	0	0	0.895062630621889	0	0	0	2.56910876176759	0	0	0	0	0	2.57545390058204	0	2.0147484015161	1.22846814583548	0
Cast	1.31280947006219	0	0.680667469145265	0	0.759464758228743	2.96949480533823	6.71794275331627	5.03147180019401	9.22811835084347	1.19193662255007	8.33736593177061	7.35207449733968	0	1.94463403352079	2.43407340425286	7.755237308758	8.40431762210602	2.46919695557795	7.74777771809932	1.68808183436461	0	2.35398405341526	5.77405432943252	0.825123596197195	8.33750001278525	1.33119171927287	7.82746451812112	4.7695334830809	5.12452756764699	8.77323625511647	1.41170848860352	6.1884154206796	0	3.18244287839777	2.7561892619517	0.895062630621889	2.89458771332169	6.50805792662825	0	7.7607610956184	8.08703203145159	0	7.01994954996407	1.82984885974111	1.76182146942908	0.869290379276498	1.22819786149267	0	1.88219742705972	1.07752860463315
Lpar4	0	0	2.00518646675047	0	0.759464758228743	0	0.781653072803016	1.34858443435381	0	1.19193662255007	0	0.820433392630413	2.33873940769807	1.94463403352079	0	0	0	0	1.57575220513395	0	2.57413019231015	0.865893632532943	0	0.825123596197195	1.34964167848499	1.00772381180749	0	0	0.997554300020128	0	1.41170848860352	0	1.0892048412023	1.38718940125449	0	0	0	0	0	0	0	3.18694160398455	0	2.27276895989592	0	0.869290379276498	1.22819786149267	1.33373885305582	0	1.07752860463315
Camsap2	2.44698278844921	0	1.14127734767848	0	1.25442769904152	3.49171570396111	0	7.38262518448627	0	0	0.538273609134536	0	0	0	0	0	0	1.70870699118727	0	0	0	1.40323301959333	0	0	0.472094735381451	0.590116300441331	0.740755741907091	0	1.58170064520745	3.26473975755567	0	0	0	0	0	0	0	0	0	1.15937522308033	0	0	0	0	0	0.869290379276498	0	0	0	0
Ccser2	1.31280947006219	1.685034616804	0.680667469145265	2.36983989453183	0	0	1.28581591341085	0.471609226479629	1.9351195519303	1.19193662255007	1.23676874188797	2.02281010137383	1.59898549684941	0	2.43407340425286	7.3693702729746	8.28465630125016	2.13849211172478	1.57575220513395	2.93863203698588	1.79807507476446	1.40323301959333	3.00130567739487	0.825123596197195	0.472094735381451	1.33119171927287	0.740755741907091	1.40174974791195	4.24329003567963	1.57881105002423	1.41170848860352	0	0	1.38718940125449	0	6.44243036368827	2.89458771332169	2.65422806470208	2.37498978149678	0	0	2.33725204080983	0	1.18745050762379	0	5.31679433354284	1.22819786149267	0	0	3.30499896551273
Cplx2	1.98859268499811	3.59423866887222	1.77041664242067	6.59817560120461	1.25442769904152	0	0.781653072803016	1.34858443435381	1.52743676925729	1.83559438245591	1.49002307987507	0.820433392630413	3.18859220263565	1.94463403352079	2.43407340425286	4.20819988177943	2.18535510878884	1.70870699118727	1.57575220513395	0	1.79807507476446	0.865893632532943	6.24305838347368	0	1.89136255355152	0.590116300441331	0	0	0.997554300020128	1.86775714163276	0	0	1.32390220265707	2.0811255728358	1.95533016715751	0.895062630621889	0	0	0	2.23291253941243	0	0	1.32046637386361	0	3.40122641773722	2.36003291877403	1.88185381389216	0	1.22846814583548	1.68743497995824
Fignl1	2.44698278844921	3.83722541802099	0.680667469145265	3.75558335572912	1.91511922912518	2.96949480533823	0.781653072803016	1.11100858413192	0	3.49527777415156	0.929387550053108	0	2.82535958000413	1.2778066084444	2.92718667465933	1.45858848576747	0.773724179706686	2.13849211172478	2.31086866317959	1.68808183436461	0	2.56920163266324	0	2.49316589672668	0.827204512593852	1.00772381180749	2.12275714728188	3.44006328385141	0.997554300020128	7.74791796187101	2.58052211059109	2.97275798780294	1.0892048412023	1.38718940125449	0	1.44327841884737	0	1.86692669209532	3.22876374456087	2.23291253941243	0	0	0	1.18745050762379	1.76182146942908	0.869290379276498	2.67151226567501	2.0147484015161	1.22846814583548	2.11478453105817
Tmem246	1.31280947006219	1.685034616804	3.04169401037777	1.62499868303697	8.51351305381592	4.82428296073646	0.781653072803016	5.62444940092678	0	1.19193662255007	0.538273609134536	0	4.87824618615172	0	0	0	0	0	0	2.44481542954916	7.56448867768444	0.865893632532943	0	9.26686708054132	8.31838159385205	5.79648755140162	0.740755741907091	2.09910560344277	8.165046475638	7.88763877163447	0	2.14573540679245	1.86036320194829	0	7.48734882154033	1.44327841884737	0	0	2.37498978149678	1.15937522308033	7.88198484845973	3.71810681402877	1.32046637386361	1.82984885974111	8.83835522340818	0	0	2.0147484015161	1.22846814583548	1.68743497995824
Slc35d2	1.31280947006219	7.66255289519542	0	0	0	4.98853863932812	0	0	0	6.0274550198674	7.06562292597981	0	0	7.22080259578126	0	1.45858848576747	0	0	0	0	0	0.865893632532943	0	0	0	0.590116300441331	0	0	1.58170064520745	0.733277872112113	0	2.14573540679245	0	8.5477562785043	0	0	3.41338708400263	0	0	6.9294769597953	0	0	1.9981726171971	1.18745050762379	0	7.11106103678837	8.34847799335219	0	1.22846814583548	0
Dntt	3.98572670702933	12.9026959422199	3.5670416996081	11.860124316333	3.51006778003216	3.87432860284166	0	0	3.91843305882802	2.27910764572517	0.538273609134536	2.2719282142198	3.9264848464771	3.63198950467288	5.42087402386538	5.02108346045359	0.773724179706686	0	4.74156479182424	4.90157357635999	3.74284656796642	1.79385617573318	3.00130567739487	3.46361311509063	1.73237007118547	2.0115702661289	1.88135290649277	3.44006328385141	5.3875386238044	0.733277872112113	0	0	0	2.54771095367706	4.19126890588685	2.62249553319581	2.07661281416441	1.86692669209532	2.37498978149678	1.79377669719658	0	2.33725204080983	1.32046637386361	3.64356672573694	3.69558196899763	2.10670227716646	1.22819786149267	3.71857029191771	1.88219742705972	1.68743497995824
D3Ertd751e	1.31280947006219	0	0	2.36983989453183	0	6.37489045107186	0	0	0	1.19193662255007	0	0	1.59898549684941	0	2.43407340425286	6.11243616596878	5.32309117320118	1.09378913138736	1.57575220513395	0	5.0534706446738	2.1009348556407	0	4.16808919713852	0	0.590116300441331	0.740755741907091	1.40174974791195	0	6.86120687981462	0	0	0	0	0	1.44327841884737	0	1.86692669209532	0	0	7.06153082895437	0	6.40698260583375	0	0	0	1.22819786149267	1.33373885305582	0	0
Bace1	3.50966280933444	7.59802909737527	0.680667469145265	3.22306342876753	9.13853884081935	6.95404672935374	8.38345841526431	5.60165506616208	0	0	0	0	0	8.53137152662739	2.92718667465933	2.16889443877843	0	0	7.29913281279164	7.65108897360329	0	2.1009348556407	1.73801023059881	0	0.827204512593852	1.00772381180749	4.40132526823339	0	0	6.8279462728652	1.41170848860352	0	0.80876527462135	0	0	0	2.07661281416441	1.86692669209532	3.22876374456087	0	1.2875062125702	0	8.26669756026702	0	1.76182146942908	0.869290379276498	0	0	0	0
Cela1	1.98859268499811	2.44120783052644	0.680667469145265	2.36983989453183	0.759464758228743	2.14284130078266	1.28581591341085	7.83756477328964	8.07804772123426	5.48143239260992	0.538273609134536	0.820433392630413	1.59898549684941	1.2778066084444	0	2.16889443877843	1.27462243032525	2.7380530036908	0	1.68808183436461	4.68793365812984	5.21678854419509	1.73801023059881	0	0	7.36845958694634	7.62657007767447	1.40174974791195	1.58170064520745	7.9430562753076	2.58052211059109	7.03514829784113	1.0892048412023	2.0811255728358	8.02250209224204	0	7.01932698781833	0	2.37498978149678	1.15937522308033	1.95684277248099	0	6.86177005571927	0	5.46083045539322	0.869290379276498	1.22819786149267	1.33373885305582	0	1.68743497995824
Fam76b	5.64328474468441	8.11860443663521	0.680667469145265	8.90186823777661	0.759464758228743	7.86609846021589	7.75014861893034	1.11100858413192	3.38040537319147	0	0	1.72150794335054	1.59898549684941	1.2778066084444	8.52649260034669	6.8843824403356	1.27462243032525	2.13849211172478	1.57575220513395	6.62615169690186	6.45474463226336	2.92214941082379	3.37058158601849	7.72567640742326	5.70321453837269	0	1.22780387493217	7.2172274231101	1.58170064520745	6.41153317577222	0	0	0.80876527462135	1.38718940125449	0	0	0	0	0	1.15937522308033	0	2.33725204080983	0	6.12897287468193	1.76182146942908	1.4079119309238	0	1.33373885305582	2.671909805641	1.68743497995824
Fbxw11	8.71782141818768	5.81729139695234	1.48987351066953	8.15218829558688	1.25442769904152	6.37489045107186	1.28581591341085	7.73656275188145	0.957072167664857	0	8.40436906532575	1.34020493637682	2.33873940769807	1.2778066084444	4.21852430959785	0	4.84184338105398	1.09378913138736	4.84462278192425	8.70240248773182	8.67001781308628	1.40323301959333	2.50372924607337	1.72903517294323	1.73237007118547	9.07742395912957	2.12275714728188	0	9.83431358863008	6.79390072744093	3.21763433690368	2.97275798780294	0.460329275232209	0	2.7561892619517	6.97332587005615	0	6.12590377766867	3.22876374456087	8.05650471966535	4.30259294285262	3.71810681402877	1.9981726171971	6.39296037681883	8.54703558513202	4.32305118227036	2.94742457230315	2.82419798402018	1.88219742705972	7.80144032575691
Rin3	1.98859268499811	2.44120783052644	4.1108469076045	2.36983989453183	6.70371681565898	5.88453107172672	7.20648991134549	1.34858443435381	2.7329629805251	2.61785526092896	6.79889317115172	2.98065191902525	7.05424768044788	6.41036374319818	7.83171780203325	8.44679495700139	8.15775448106243	5.42527572017171	7.40409623608141	1.68808183436461	8.97712109716312	3.07076947936567	3.90828327616237	7.36954754235773	7.89197548659915	7.12903800789432	8.92531662823723	2.56721816234535	8.27124467109313	1.21712135679422	2.11137888139567	8.73376797535276	5.53849322121237	0	2.7561892619517	6.41362252118595	3.41338708400263	8.70274385973578	3.22876374456087	9.36846199038956	6.52021188649126	5.22806930409644	1.9981726171971	3.31360778088874	7.56916867270769	2.57545390058204	7.7716488886976	2.47551333772625	7.19045192958817	3.13305781308916
Cnih1	1.98859268499811	8.39982532747336	0.680667469145265	7.82092714537788	1.25442769904152	5.13599017907324	9.97896428599501	7.5317552194956	2.7329629805251	8.11471738915151	0.538273609134536	8.00892547886352	2.33873940769807	1.94463403352079	7.71560606912231	2.64274315028669	7.9163611491811	8.73981890625364	8.55984609349451	0	5.587173683357	2.92214941082379	3.00130567739487	3.24618838868	8.25945751708997	2.33426642277888	8.46475713054121	2.56721816234535	7.7895424026538	8.0076070259712	4.49740579762308	8.54822226565556	8.07942403641877	2.54771095367706	7.17893702012203	2.40557121746075	7.69322245242436	0	2.37498978149678	2.23291253941243	3.26998230833353	3.18694160398455	1.9981726171971	8.78704452877319	0	0	1.22819786149267	1.33373885305582	8.29444190235058	7.94487204730253
2610305D13Rik	1.98859268499811	2.44120783052644	0	1.62499868303697	0	2.14284130078266	0.781653072803016	0.826445289004537	2.5126896502273	0	0.929387550053108	0	0	1.2778066084444	0	1.45858848576747	1.64571659004074	7.62381269036335	2.31086866317959	1.68808183436461	0	0.865893632532943	0	0	7.831962864744	2.0115702661289	8.67121158863613	0	2.58088402770009	0	1.41170848860352	0	0	1.38718940125449	2.7561892619517	0	0	0	0	1.15937522308033	1.2875062125702	0	0	2.27276895989592	0	0	0	0	2.671909805641	1.68743497995824
Mgam	1.31280947006219	0	0.680667469145265	0	0	0	0	0.471609226479629	0.957072167664857	0	0	0	0	0	0	2.16889443877843	0	0	0	0	1.79807507476446	1.40323301959333	0	0	0	0	0	0	0	0	1.41170848860352	0	0	0	0	0	0	1.86692669209532	0	0	0	0	0	1.82984885974111	1.76182146942908	0	0	0	1.22846814583548	1.07752860463315
Stat2	1.31280947006219	2.44120783052644	8.49312360520923	0	1.91511922912518	0	0.781653072803016	1.11100858413192	0.957072167664857	6.37875256603946	0	1.34020493637682	1.59898549684941	0	7.80355415320557	0	6.06608927477609	6.10978514572232	4.84462278192425	0	0	0.865893632532943	1.73801023059881	6.28851879422834	4.26263884711022	0.590116300441331	0	2.56721816234535	8.03951714147335	5.46129190242202	0	2.97275798780294	8.16503895302142	0	3.26815589228512	3.96483668710419	8.82896201421813	1.86692669209532	7.43195869621043	7.97396809096062	6.91417896254164	3.18694160398455	1.32046637386361	1.82984885974111	7.74026753568892	0	1.22819786149267	1.33373885305582	1.22846814583548	7.46308295305033
Ptdss1	2.44698278844921	6.4125830972588	5.45300924145326	0	8.57770959636286	2.96949480533823	1.28581591341085	1.73115366738472	3.09270275464456	0	1.49002307987507	0	1.59898549684941	2.74390318591845	8.89010742436086	2.64274315028669	0.773724179706686	2.13849211172478	1.57575220513395	1.68808183436461	3.44761050990892	4.37429088044721	0	7.53475535463727	0.827204512593852	1.33119171927287	0	1.40174974791195	0.997554300020128	5.87356306314592	3.65805641709334	2.14573540679245	1.0892048412023	0	3.94394320321786	2.15015750737471	2.07661281416441	0	0	1.15937522308033	1.95684277248099	0	6.06368856911479	5.3434957053391	0	0	9.20898129783767	8.23873430867364	8.83819985104863	2.71195490024261
Nxpe2	2.79431060257526	2.44120783052644	1.48987351066953	3.51375527977252	1.25442769904152	3.49171570396111	1.28581591341085	9.91774748092667	1.52743676925729	2.61785526092896	2.20722736454191	1.34020493637682	1.59898549684941	1.2778066084444	1.6790118967536	2.16889443877843	2.3945319131611	2.13849211172478	2.31086866317959	1.68808183436461	0	4.9358771636408	1.73801023059881	0.825123596197195	7.69582719970073	2.47204914036598	2.32949845924213	1.40174974791195	2.58088402770009	7.01689635469826	3.83634465131791	3.49512375938416	0.80876527462135	4.23055248055744	1.95533016715751	0	0	2.65422806470208	0	1.15937522308033	1.95684277248099	0	0	1.18745050762379	0	1.4079119309238	2.94742457230315	1.33373885305582	2.671909805641	3.45861295356092
Glis2	0	1.685034616804	0	0	0.759464758228743	0	5.7983503313187	0.471609226479629	9.91291547937081	8.17367032640464	0	7.3109117426843	8.83150894729461	0	0	2.64274315028669	1.64571659004074	8.56071665748476	0	0	8.3357596733108	0	1.73801023059881	0.825123596197195	0	0	5.34312378388369	2.09910560344277	0	0	0	2.14573540679245	1.32390220265707	0	0	0	8.80839738030543	0	3.22876374456087	0	8.39560427173507	2.33725204080983	1.32046637386361	1.82984885974111	2.53169843606084	0	0	2.0147484015161	0	2.44404973613569
Tcp1	9.43290833888	6.25410944697075	9.77839273475675	4.81236703462972	3.41954891698329	8.69478778177616	10.490329403917	11.319900718843	9.75370364182788	8.48945143230448	7.96943249637113	7.94309880061376	8.48444906772999	8.04750353804149	8.77878365972943	3.52235208993251	2.88500755171873	7.54713781108116	5.60115598721313	3.84133710874188	8.55117544933911	4.43039934044705	8.31588184368375	3.12380988401281	7.22922249368004	4.05887155383671	8.86638063949371	4.93356943135763	8.79601534207417	9.95895898616771	9.98572451020906	6.78928176974079	7.69327074416493	5.62849896965042	9.31525898332302	6.61684344987229	8.117702871328	10.4473492470957	7.12082477791238	0	8.31955328115607	8.38101564600971	1.9981726171971	8.69220476378849	4.1488382358998	9.1895002197765	7.68016067558055	8.67957890836014	8.87992996159094	9.90248016033019
Stard8	0	0	0	0	0.759464758228743	0	0	0	4.95994230363383	0	0	0	8.92482206418959	1.2778066084444	0	3.28421304273593	0.773724179706686	0	0	0	0	0	0	0	0.472094735381451	0	0.740755741907091	1.40174974791195	0.997554300020128	0	4.2679645627213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.04139896189524	0	0
Jak2	3.98572670702933	7.08899328109016	2.38409627776235	4.58066451923912	4.30065722226139	5.13599017907324	0.781653072803016	5.46941052054397	3.62016322780278	0	7.80995094275611	2.83339436721803	7.13977490494274	4.48352616603751	1.6790118967536	2.99884056522623	2.57718522138222	4.17113318366922	7.50193822790878	2.44481542954916	7.27247741736652	4.9358771636408	1.73801023059881	6.18520992180629	0.827204512593852	3.10106532134867	2.51029276240469	3.82148038443711	8.3215492108653	1.21712135679422	6.81063422042161	4.64248464646062	1.86036320194829	7.93645300600536	8.27123420559811	1.83958550637163	3.41338708400263	8.15120717313658	3.22876374456087	2.56910876176759	8.27996958955454	0	1.32046637386361	1.18745050762379	9.5950281152597	2.92867601277578	1.22819786149267	3.71857029191771	1.88219742705972	3.94817384061959
P2rx4	1.31280947006219	0	6.69334474137521	1.62499868303697	0.759464758228743	0	0	5.90138847973525	6.12349490407613	2.27910764572517	3.11901952379837	2.2719282142198	7.38717966450725	3.93045405725771	6.70733187158654	6.37806914754286	4.80569195537031	1.09378913138736	6.49410983769301	0	0	2.56920163266324	7.8301509744749	1.34674341170981	9.20600551063204	1.33119171927287	7.81891494089453	0	7.90801413106357	0	7.23310999238964	5.71087987554352	0.460329275232209	4.83120148738781	3.64526203962133	8.3637046968104	9.5768683028604	6.9400160872025	0	6.54721086411771	6.04105856903635	3.18694160398455	3.31973495760211	7.40624656243236	1.76182146942908	0.869290379276498	0	1.33373885305582	7.63261391402577	2.11478453105817
Top3b	9.17955309585902	7.38509520654846	1.14127734767848	3.51375527977252	3.21945500899127	3.49171570396111	8.30362365629081	1.89009147825128	0	2.8919947205624	0.538273609134536	2.6693794254446	8.43455054666724	2.39892540841496	3.82908985349096	6.52225122194207	3.13856090640917	3.3326663398551	0	2.93863203698588	5.0534706446738	3.32871442685815	5.64531846907826	0	0.827204512593852	1.81837632218652	1.88135290649277	7.67690972661165	8.45454999698958	5.27640276638361	2.11137888139567	2.14573540679245	0.80876527462135	2.0811255728358	0	7.02185270693039	8.26080157726067	2.65422806470208	3.76149426081289	1.79377669719658	1.95684277248099	0	1.9981726171971	7.68229140205656	2.53169843606084	1.4079119309238	1.22819786149267	2.82419798402018	6.46445162037668	0
Clptm1l	8.38142032682903	3.59423866887222	9.30565015374597	2.85862886956595	7.7301171795085	5.70721122109705	8.37097802357547	7.20498548291923	0.957072167664857	1.83559438245591	1.89274151708825	8.43963667018772	1.59898549684941	8.36054484472751	2.92718667465933	2.64274315028669	5.13193999779521	3.3326663398551	8.15111778501864	3.59829369844859	4.54213623927897	3.07076947936567	8.06218245246381	6.00626028721094	1.55366044529598	2.33426642277888	2.12275714728188	3.64334009025824	10.0905059522728	10.0608925246777	9.20980736114628	8.66238701688052	8.28810224783721	1.38718940125449	2.7561892619517	8.35993455160859	3.79416923476738	2.65422806470208	4.70729997967227	2.23291253941243	1.95684277248099	6.73319415629026	7.19233647823618	1.18745050762379	8.08327932709094	0.869290379276498	8.48449777879027	2.47551333772625	1.22846814583548	7.11573869423918
Copb1	1.31280947006219	8.78751324715489	8.79283835326809	9.32867717380931	8.54864030892423	5.26975899388623	2.40996034378511	8.73055245063918	2.25261675237224	4.73832699595414	7.96421677951042	6.80813762010189	4.87824618615172	8.08583417902092	1.6790118967536	6.11243616596878	8.11776884785488	2.7380530036908	7.57869149035771	6.91890039645286	8.1085718728052	3.07076947936567	1.73801023059881	5.21991505069948	7.13700198608487	9.27159012022218	1.59127389311726	2.09910560344277	0.997554300020128	2.10837705734712	3.21763433690368	7.56517655434237	1.0892048412023	7.76488441450492	8.39973276761675	8.0587732221991	0	7.05937004994451	4.14968907796177	6.72596708374419	1.95684277248099	8.29053116144866	3.08531273871731	1.18745050762379	0	1.4079119309238	9.73066155021335	9.42048181251127	9.53872994240937	2.71195490024261
Crispld1	0	0	3.63862324392598	1.62499868303697	0	0	9.10054103307667	0	0	1.19193662255007	0.538273609134536	1.34020493637682	0	0	0	0	0	1.09378913138736	4.37914178642699	0	0	1.40323301959333	4.11688328260949	4.16808919713852	0	0	0	0	0.997554300020128	0.733277872112113	1.41170848860352	4.64248464646062	0	0	2.7561892619517	0	2.07661281416441	1.86692669209532	0	1.15937522308033	8.52540191968733	2.33725204080983	1.9981726171971	1.18745050762379	3.03100350382791	0	0	2.0147484015161	0	1.68743497995824
